# z [Angstrom]    Normalized Density
0.000000 0.000000
0.090681 -0.000000
0.181363 -0.000000
0.272044 0.000000
0.362725 0.000000
0.453407 0.000000
0.544088 -0.000000
0.634770 -0.000000
0.725451 -0.000000
0.816132 0.000000
0.906814 0.000000
0.997495 0.000000
1.088176 -0.000000
1.178858 -0.000000
1.269539 0.000000
1.360220 0.000000
1.450902 0.000000
1.541583 -0.000000
1.632265 -0.000000
1.722946 -0.000000
1.813627 0.000000
1.904309 0.000000
1.994990 0.000000
2.085671 -0.000000
2.176353 -0.000000
2.267034 0.000000
2.357715 0.000000
2.448397 0.000000
2.539078 -0.000000
2.629760 -0.000000
2.720441 -0.000000
2.811122 0.000000
2.901804 0.000000
2.992485 0.000000
3.083166 -0.000000
3.173848 -0.000000
3.264529 0.000000
3.355210 0.000000
3.445892 0.000000
3.536573 -0.000000
3.627255 -0.000000
3.717936 -0.000000
3.808617 0.000000
3.899299 0.000000
3.989980 0.000000
4.080661 -0.000000
4.171343 -0.000000
4.262024 0.000000
4.352705 0.000000
4.443387 0.000000
4.534068 -0.000000
4.624749 -0.000000
4.715431 -0.000000
4.806112 0.000000
4.896794 0.000000
4.987475 0.000000
5.078156 -0.000000
5.168838 -0.000000
5.259519 0.000000
5.350200 0.000000
5.440882 0.000000
5.531563 -0.000000
5.622244 -0.000000
5.712926 -0.000000
5.803607 0.000000
5.894289 0.000000
5.984970 0.000000
6.075651 -0.000000
6.166333 -0.000000
6.257014 0.000000
6.347695 0.000000
6.438377 0.000000
6.529058 -0.000000
6.619739 -0.000000
6.710421 -0.000000
6.801102 0.000000
6.891784 0.000000
6.982465 0.000000
7.073146 -0.000000
7.163828 -0.000000
7.254509 0.000000
7.345190 0.000000
7.435872 0.000000
7.526553 -0.000000
7.617234 -0.000000
7.707916 -0.000000
7.798597 0.000000
7.889279 0.000000
7.979960 0.000000
8.070641 -0.000000
8.161323 -0.000001
8.252004 0.000000
8.342685 0.000003
8.433367 0.000005
8.524048 -0.000003
8.614729 -0.000022
8.705411 -0.000023
8.796092 0.000040
8.886774 0.000163
8.977455 0.000079
9.068136 -0.000379
9.158818 -0.001032
9.249499 -0.000012
9.340180 0.003184
9.430862 0.005804
9.521543 -0.002833
9.612224 -0.023795
9.702906 -0.023082
9.793587 0.056525
9.884269 0.215189
9.974950 0.367824
10.065631 0.456483
10.156313 0.479780
10.246994 0.420857
10.337675 0.274736
10.428357 0.123428
10.519038 0.318551
10.609719 0.900235
10.700401 1.753604
10.791082 2.665937
10.881764 3.630383
10.972445 4.210513
11.063126 4.077910
11.153808 3.279902
11.244489 2.488775
11.335170 1.922864
11.425852 1.561002
11.516533 1.302709
11.607214 1.135001
11.697896 1.031401
11.788577 0.938024
11.879259 0.853293
11.969940 0.777475
12.060621 0.710794
12.151303 0.653526
12.241984 0.610319
12.332665 0.582833
12.423347 0.568920
12.514028 0.557266
12.604709 0.546222
12.695391 0.539932
12.786072 0.547657
12.876754 0.569739
12.967435 0.599760
13.058116 0.631773
13.148798 0.666755
13.239479 0.724362
13.330160 0.812306
13.420842 0.924434
13.511523 1.024640
13.602204 1.107038
13.692886 1.167129
13.783567 1.193862
13.874248 1.186731
13.964930 1.166596
14.055611 1.155017
14.146293 1.151874
14.236974 1.154174
14.327655 1.160629
14.418337 1.171377
14.509018 1.187316
14.599699 1.208610
14.690381 1.228744
14.781062 1.230143
14.871743 1.211830
14.962425 1.185012
15.053106 1.162584
15.143788 1.144238
15.234469 1.119991
15.325150 1.085119
15.415832 1.043415
15.506513 1.022850
15.597194 1.029077
15.687876 1.046314
15.778557 1.027774
15.869238 0.970372
15.959920 0.903284
16.050601 0.863740
16.141283 0.851525
16.231964 0.852601
16.322645 0.859672
16.413327 0.872791
16.504008 0.892421
16.594689 0.918664
16.685371 0.949787
16.776052 0.980134
16.866733 1.009269
16.957415 1.035571
17.048096 1.056755
17.138778 1.072885
17.229459 1.088366
17.320140 1.105717
17.410822 1.123869
17.501503 1.132682
17.592184 1.129646
17.682866 1.116899
17.773547 1.102116
17.864228 1.085983
17.954910 1.071740
18.045591 1.064429
18.136273 1.063919
18.226954 1.055257
18.317635 1.029026
18.408317 0.987728
18.498998 0.958526
18.589679 0.948838
18.680361 0.954812
18.771042 0.961195
18.861723 0.966417
18.952405 0.971438
19.043086 0.977901
19.133768 0.985839
19.224449 0.995609
19.315130 1.007458
19.405812 1.020829
19.496493 1.028728
19.587174 1.029050
19.677856 1.022016
19.768537 1.008596
19.859218 0.988902
19.949900 0.969667
20.040581 0.963600
20.131263 0.970949
20.221944 0.980243
20.312625 0.982671
20.403307 0.978779
20.493988 0.976550
20.584669 0.978627
20.675351 0.982658
20.766032 0.977239
20.856713 0.960859
20.947395 0.941034
21.038076 0.933350
21.128758 0.938271
21.219439 0.945906
21.310120 0.947836
21.400802 0.944776
21.491483 0.949136
21.582164 0.965431
21.672846 0.989516
21.763527 0.999080
21.854208 0.990802
21.944890 0.971877
22.035571 0.958705
22.126253 0.951922
22.216934 0.954716
22.307615 0.970102
22.398297 0.997520
22.488978 1.025214
22.579659 1.048485
22.670341 1.067762
22.761022 1.085613
22.851703 1.102466
22.942385 1.117525
23.033066 1.128791
23.123747 1.136171
23.214429 1.138077
23.305110 1.132832
23.395792 1.120365
23.486473 1.098812
23.577154 1.067356
23.667836 1.028089
23.758517 0.995068
23.849198 0.970902
23.939880 0.952480
24.030561 0.931251
24.121242 0.906721
24.211924 0.882425
24.302605 0.862514
24.393287 0.847197
24.483968 0.843027
24.574649 0.853166
24.665331 0.875093
24.756012 0.889774
24.846693 0.893282
24.937375 0.889555
25.028056 0.890496
25.118737 0.896916
25.209419 0.908123
25.300100 0.923216
25.390782 0.942029
25.481463 0.957708
25.572144 0.966619
25.662826 0.970403
25.753507 0.983069
25.844188 1.007821
25.934870 1.040714
26.025551 1.068639
26.116232 1.090551
26.206914 1.103921
26.297595 1.105108
26.388277 1.094335
26.478958 1.086228
26.569639 1.089316
26.660321 1.102093
26.751002 1.109916
26.841683 1.109087
26.932365 1.100367
27.023046 1.086542
27.113727 1.067867
27.204409 1.048737
27.295090 1.036128
27.385772 1.030148
27.476453 1.032287
27.567134 1.043503
27.657816 1.061928
27.748497 1.066709
27.839178 1.052038
27.929860 1.022841
28.020541 0.999009
28.111222 0.982642
28.201904 0.968908
28.292585 0.949362
28.383267 0.923911
28.473948 0.901380
28.564629 0.888021
28.655311 0.883681
28.745992 0.886350
28.836673 0.895412
28.927355 0.909720
29.018036 0.924143
29.108717 0.938066
29.199399 0.952251
29.290080 0.968163
29.380762 0.985807
29.471443 0.996336
29.562124 0.992821
29.652806 0.976880
29.743487 0.973071
29.834168 0.989679
29.924850 1.023907
30.015531 1.061920
30.106212 1.101843
30.196894 1.143907
30.287575 1.188603
30.378257 1.235926
30.468938 1.268974
30.559619 1.273057
30.650301 1.249782
30.740982 1.228120
30.831663 1.218810
30.922345 1.219606
31.013026 1.218160
31.103707 1.212591
31.194389 1.206345
31.285070 1.207422
31.375752 1.216145
31.466433 1.210720
31.557114 1.170057
31.647796 1.094743
31.738477 0.997551
31.829158 0.883681
31.919840 0.759278
32.010521 0.662035
32.101202 0.598374
32.191884 0.562055
32.282565 0.537167
32.373246 0.522919
32.463928 0.519765
32.554609 0.528196
32.645291 0.547963
32.735972 0.572390
32.826653 0.598488
32.917335 0.625398
33.008016 0.647206
33.098697 0.662789
33.189379 0.679028
33.280060 0.715190
33.370741 0.772425
33.461423 0.854504
33.552104 0.965954
33.642786 1.108336
33.733467 1.334710
33.824148 1.671144
33.914830 2.126553
34.005511 2.769921
34.096192 3.615781
34.186874 4.420530
34.277555 4.434088
34.368236 3.603648
34.458918 2.392337
34.549599 1.415598
34.640281 0.677786
34.730962 0.239564
34.821643 0.133695
34.912325 0.321308
35.003006 0.461852
35.093687 0.475895
35.184369 0.387473
35.275050 0.278013
35.365731 0.154201
35.456413 0.043784
35.547094 -0.012498
35.637776 -0.014902
35.728457 -0.001963
35.819138 0.003419
35.909820 0.001898
36.000501 -0.000007
36.091182 -0.000615
36.181864 -0.000226
36.272545 0.000047
36.363226 0.000097
36.453908 0.000024
36.544589 -0.000014
36.635271 -0.000013
36.725952 -0.000002
36.816633 0.000003
36.907315 0.000002
36.997996 0.000000
37.088677 -0.000001
37.179359 -0.000000
37.270040 0.000000
37.360721 0.000000
37.451403 0.000000
37.542084 -0.000000
37.632766 -0.000000
37.723447 -0.000000
37.814128 0.000000
37.904810 0.000000
37.995491 0.000000
38.086172 -0.000000
38.176854 -0.000000
38.267535 0.000000
38.358216 0.000000
38.448898 0.000000
38.539579 -0.000000
38.630261 -0.000000
38.720942 -0.000000
38.811623 0.000000
38.902305 0.000000
38.992986 0.000000
39.083667 -0.000000
39.174349 -0.000000
39.265030 0.000000
39.355711 0.000000
39.446393 0.000000
39.537074 -0.000000
39.627756 -0.000000
39.718437 -0.000000
39.809118 0.000000
39.899800 0.000000
39.990481 0.000000
40.081162 -0.000000
40.171844 -0.000000
40.262525 0.000000
40.353206 0.000000
40.443888 0.000000
40.534569 -0.000000
40.625251 -0.000000
40.715932 -0.000000
40.806613 0.000000
40.897295 0.000000
40.987976 0.000000
41.078657 -0.000000
41.169339 -0.000000
41.260020 0.000000
41.350701 0.000000
41.441383 0.000000
41.532064 -0.000000
41.622745 -0.000000
41.713427 -0.000000
41.804108 0.000000
41.894790 0.000000
41.985471 0.000000
42.076152 -0.000000
42.166834 -0.000000
42.257515 0.000000
42.348196 0.000000
42.438878 0.000000
42.529559 -0.000000
42.620240 -0.000000
42.710922 -0.000000
42.801603 0.000000
42.892285 0.000000
42.982966 0.000000
43.073647 -0.000000
43.164329 -0.000000
43.255010 0.000000
43.345691 0.000000
43.436373 0.000000
43.527054 -0.000000
43.617735 -0.000000
43.708417 -0.000000
43.799098 0.000000
43.889780 0.000000
43.980461 0.000000
44.071142 -0.000000
44.161824 -0.000000
44.252505 0.000000
44.343186 0.000000
44.433868 0.000000
44.524549 -0.000000
44.615230 -0.000000
44.705912 -0.000000
44.796593 0.000000
44.887275 0.000000
44.977956 0.000000
45.068637 -0.000000
45.159319 -0.000000
45.250000 -0.000000
